"X_Y5_1","X_Y5_2","X_Y5_3","X_Y5_4","X_Y5_5","X_age5grp","X_male","X_U5UK","Output","Domain","X_age","X_U5"
5,2,4,2,2,"35-44",1,0.373,0.535795542965696,"52422",2,0.373
5,2,4,2,3,"35-44",1,0.347,0.459525048278749,"52423",2,0.347
5,2,4,2,4,"35-44",1,0.166,0.26608556797242,"52424",2,0.166
5,2,4,2,5,"35-44",1,0.162,0.0947341112328195,"52425",2,0.162
5,2,4,3,1,"35-44",1,0.43,0.432123532109877,"52431",2,0.43
5,2,4,3,2,"35-44",1,0.352,0.415490721707877,"52432",2,0.352
5,2,4,3,3,"35-44",1,0.326,0.338736490484837,"52433",2,0.326
5,2,4,3,4,"35-44",1,0.145,0.178936972436482,"52434",2,0.145
5,2,4,3,5,"35-44",1,0.141,0.0423194606714181,"52435",2,0.141
5,2,4,4,1,"35-44",1,0.238,0.138488757289343,"52441",2,0.238
5,2,4,4,2,"35-44",1,0.16,0.120659086022993,"52442",2,0.16
5,2,4,4,3,"35-44",1,0.134,0.0633409739652088,"52443",2,0.134
5,2,4,4,4,"35-44",1,-0.0470000000000001,-0.0393948210463911,"52444",2,-0.0470000000000001
5,2,4,4,5,"35-44",1,-0.0510000000000001,-0.134354872786004,"52445",2,-0.0510000000000001
5,2,4,5,1,"35-44",1,0.179,-0.0384710291839447,"52451",2,0.179
5,2,4,5,2,"35-44",1,0.101,-0.0446052499471389,"52452",2,0.101
5,2,4,5,3,"35-44",1,0.0749999999999999,-0.0957804967687832,"52453",2,0.0749999999999999
5,2,4,5,4,"35-44",1,-0.106,-0.184304779173322,"52454",2,-0.106
5,2,4,5,5,"35-44",1,-0.11,-0.279784321018488,"52455",2,-0.11
5,2,5,1,1,"35-44",1,0.492,0.0826035138447589,"52511",2,0.492
5,2,5,1,2,"35-44",1,0.414,0.132218027160279,"52512",2,0.414
5,2,5,1,3,"35-44",1,0.388,0.030033124158543,"52513",2,0.388
5,2,5,1,4,"35-44",1,0.207,-0.0750849753725507,"52514",2,0.207
5,2,5,1,5,"35-44",1,0.203,-0.172650588689572,"52515",2,0.203
5,2,5,2,1,"35-44",1,0.429,0.216409683983127,"52521",2,0.429
5,2,5,2,2,"35-44",1,0.351,0.334098311047357,"52522",2,0.351
5,2,5,2,3,"35-44",1,0.325,0.115722483647301,"52523",2,0.325
5,2,5,2,4,"35-44",1,0.144,-0.0686684128429826,"52524",2,0.144
5,2,5,2,5,"35-44",1,0.14,-0.200019934716485,"52525",2,0.14
5,2,5,3,1,"35-44",1,0.408,0.214413930590203,"52531",2,0.408
5,2,5,3,2,"35-44",1,0.33,0.254749327935714,"52532",2,0.33
5,2,5,3,3,"35-44",1,0.304,0.150828561556433,"52533",2,0.304
5,2,5,3,4,"35-44",1,0.123,0.0099577723374266,"52534",2,0.123
5,2,5,3,5,"35-44",1,0.119,-0.129213737340874,"52535",2,0.119
5,2,5,4,1,"35-44",1,0.216,-0.0456774401058899,"52541",2,0.216
5,2,5,4,2,"35-44",1,0.138,-0.0329964335755316,"52542",2,0.138
5,2,5,4,3,"35-44",1,0.112,-0.0977908805485491,"52543",2,0.112
5,2,5,4,4,"35-44",1,-0.0690000000000001,-0.189206149818488,"52544",2,-0.0690000000000001
5,2,5,4,5,"35-44",1,-0.0730000000000001,-0.279084010942171,"52545",2,-0.0730000000000001
5,2,5,5,1,"35-44",1,0.157,-0.202007177148994,"52551",2,0.157
5,2,5,5,2,"35-44",1,0.0789999999999999,-0.21862425645462,"52552",2,0.0789999999999999
5,2,5,5,3,"35-44",1,0.0529999999999999,-0.261168948085087,"52553",2,0.0529999999999999
5,2,5,5,4,"35-44",1,-0.128,-0.32967581213785,"52554",2,-0.128
5,2,5,5,5,"35-44",1,-0.132,-0.401424328847682,"52555",2,-0.132
5,3,1,1,1,"35-44",1,0.646,0.586605815648526,"53111",2,0.646
5,3,1,1,2,"35-44",1,0.568,0.553514438175152,"53112",2,0.568
5,3,1,1,3,"35-44",1,0.542,0.454218009956959,"53113",2,0.542
5,3,1,1,4,"35-44",1,0.361,0.268352212117194,"53114",2,0.361
5,3,1,1,5,"35-44",1,0.357,0.102992384235652,"53115",2,0.357
5,3,1,2,1,"35-44",1,0.583,0.623461342272618,"53121",2,0.583
5,3,1,2,2,"35-44",1,0.505,0.584063282143332,"53122",2,0.505
5,3,1,2,3,"35-44",1,0.479,0.51114479417535,"53123",2,0.479
5,3,1,2,4,"35-44",1,0.298,0.302361676670789,"53124",2,0.298
5,3,1,2,5,"35-44",1,0.294,0.120849991014326,"53125",2,0.294
5,3,1,3,1,"35-44",1,0.562,0.486635866183414,"53131",2,0.562
5,3,1,3,2,"35-44",1,0.484,0.461691537248615,"53132",2,0.484
5,3,1,3,3,"35-44",1,0.458,0.388548889492578,"53133",2,0.458
5,3,1,3,4,"35-44",1,0.277,0.212901232860249,"53134",2,0.277
5,3,1,3,5,"35-44",1,0.273,0.0587911743484294,"53135",2,0.273
5,3,1,4,1,"35-44",1,0.37,0.180455686501018,"53141",2,0.37
5,3,1,4,2,"35-44",1,0.292,0.161089061226847,"53142",2,0.292
5,3,1,4,3,"35-44",1,0.266,0.100826033010263,"53143",2,0.266
5,3,1,4,4,"35-44",1,0.085,-0.0122294305473068,"53144",2,0.085
5,3,1,4,5,"35-44",1,0.081,-0.115821612441877,"53145",2,0.081
5,3,1,5,1,"35-44",1,0.311,-0.0068050821086605,"53151",2,0.311
5,3,1,5,2,"35-44",1,0.233,-0.0178937193721582,"53152",2,0.233
5,3,1,5,3,"35-44",1,0.207,-0.0684695125383392,"53153",2,0.207
5,3,1,5,4,"35-44",1,0.026,-0.156189087113494,"53154",2,0.026
5,3,1,5,5,"35-44",1,0.022,-0.248494973379053,"53155",2,0.022
5,3,2,1,1,"35-44",1,0.596,0.636478403101439,"53211",2,0.596
5,3,2,1,2,"35-44",1,0.518,0.603392294638732,"53212",2,0.518
5,3,2,1,3,"35-44",1,0.492,0.52578164772761,"53213",2,0.492
5,3,2,1,4,"35-44",1,0.311,0.31379908930972,"53214",2,0.311
5,3,2,1,5,"35-44",1,0.307,0.12562997388815,"53215",2,0.307
5,3,2,2,1,"35-44",1,0.533,0.621618787515836,"53221",2,0.533
5,3,2,2,2,"35-44",1,0.455,0.582282840905898,"53222",2,0.455
5,3,2,2,3,"35-44",1,0.429,0.526768177627008,"53223",2,0.429
5,3,2,2,4,"35-44",1,0.248,0.316307744635971,"53224",2,0.248
5,3,2,2,5,"35-44",1,0.244,0.135450173976641,"53225",2,0.244
5,3,2,3,1,"35-44",1,0.512,0.527281653861525,"53231",2,0.512
5,3,2,3,2,"35-44",1,0.434,0.492476130951315,"53232",2,0.434
5,3,2,3,3,"35-44",1,0.408,0.431531584871449,"53233",2,0.408
5,3,2,3,4,"35-44",1,0.227,0.240360298454819,"53234",2,0.227
5,3,2,3,5,"35-44",1,0.223,0.0725769361412373,"53235",2,0.223
5,3,2,4,1,"35-44",1,0.32,0.257093560907125,"53241",2,0.32
5,3,2,4,2,"35-44",1,0.242,0.240350878777549,"53242",2,0.242
5,3,2,4,3,"35-44",1,0.216,0.166064625051302,"53243",2,0.216
5,3,2,4,4,"35-44",1,0.035,0.022393732575398,"53244",2,0.035
5,3,2,4,5,"35-44",1,0.031,-0.103978362296184,"53245",2,0.031
5,3,2,5,1,"35-44",1,0.261,0.0243532031416146,"53251",2,0.261
5,3,2,5,2,"35-44",1,0.183,0.0357452562121134,"53252",2,0.183
5,3,2,5,3,"35-44",1,0.157,-0.0489291106763363,"53253",2,0.157
5,3,2,5,4,"35-44",1,-0.024,-0.162831567767368,"53254",2,-0.024
5,3,2,5,5,"35-44",1,-0.028,-0.275491006873279,"53255",2,-0.028
5,3,3,1,1,"35-44",1,0.583,0.56483071860566,"53311",2,0.583
5,3,3,1,2,"35-44",1,0.505,0.539603124624744,"53312",2,0.505
5,3,3,1,3,"35-44",1,0.479,0.470980459261442,"53313",2,0.479
5,3,3,1,4,"35-44",1,0.298,0.283401008524325,"53314",2,0.298
5,3,3,1,5,"35-44",1,0.294,0.116840330348065,"53315",2,0.294
5,3,3,2,1,"35-44",1,0.52,0.571688236962002,"53321",2,0.52
5,3,3,2,2,"35-44",1,0.442,0.537300990693228,"53322",2,0.442
5,3,3,2,3,"35-44",1,0.416,0.483088861386399,"53323",2,0.416
5,3,3,2,4,"35-44",1,0.235,0.29009258132791,"53324",2,0.235
5,3,3,2,5,"35-44",1,0.231,0.117398137857123,"53325",2,0.231
5,3,3,3,1,"35-44",1,0.499,0.489766121839945,"53331",2,0.499
5,3,3,3,2,"35-44",1,0.421,0.459637048581801,"53332",2,0.421
5,3,3,3,3,"35-44",1,0.395,0.400936360758755,"53333",2,0.395
5,3,3,3,4,"35-44",1,0.214,0.219196591563826,"53334",2,0.214
5,3,3,3,5,"35-44",1,0.21,0.0580536338741366,"53335",2,0.21
5,3,3,4,1,"35-44",1,0.307,0.220305256782687,"53341",2,0.307
5,3,3,4,2,"35-44",1,0.229,0.203533256387879,"53342",2,0.229
5,3,3,4,3,"35-44",1,0.203,0.134128788157407,"53343",2,0.203
5,3,3,4,4,"35-44",1,0.022,0.0013165703055364,"53344",2,0.022
5,3,3,4,5,"35-44",1,0.018,-0.114263507643536,"53345",2,0.018
5,3,3,5,1,"35-44",1,0.248,0.0228129570938842,"53351",2,0.248
5,3,3,5,2,"35-44",1,0.17,0.0091277052108323,"53352",2,0.17
5,3,3,5,3,"35-44",1,0.144,-0.0496094806217054,"53353",2,0.144
5,3,3,5,4,"35-44",1,-0.037,-0.144198243534214,"53354",2,-0.037
5,3,3,5,5,"35-44",1,-0.041,-0.233098360026741,"53355",2,-0.041
5,3,4,1,1,"35-44",1,0.484,0.368812835363067,"53411",2,0.484
5,3,4,1,2,"35-44",1,0.406,0.342974483751683,"53412",2,0.406
5,3,4,1,3,"35-44",1,0.38,0.289173250693796,"53413",2,0.38
5,3,4,1,4,"35-44",1,0.199,0.170225393147561,"53414",2,0.199
5,3,4,1,5,"35-44",1,0.195,0.0581353123948546,"53415",2,0.195
5,3,4,2,1,"35-44",1,0.421,0.409175466945393,"53421",2,0.421
5,3,4,2,2,"35-44",1,0.343,0.392922647436935,"53422",2,0.343
5,3,4,2,3,"35-44",1,0.317,0.318870864216568,"53423",2,0.317
5,3,4,2,4,"35-44",1,0.136,0.173653144243233,"53424",2,0.136
5,3,4,2,5,"35-44",1,0.132,0.0472795499337786,"53425",2,0.132
5,3,4,3,1,"35-44",1,0.4,0.306024560511659,"53431",2,0.4
5,3,4,3,2,"35-44",1,0.322,0.282491398158128,"53432",2,0.322
5,3,4,3,3,"35-44",1,0.296,0.22454103915896,"53433",2,0.296
5,3,4,3,4,"35-44",1,0.115,0.104596358809576,"53434",2,0.115
5,3,4,3,5,"35-44",1,0.111,-0.004882061983187,"53435",2,0.111
5,3,4,4,1,"35-44",1,0.208,0.0763243017675189,"53441",2,0.208
5,3,4,4,2,"35-44",1,0.13,0.0473091431419397,"53442",2,0.13
5,3,4,4,3,"35-44",1,0.104,0.0064567022306108,"53443",2,0.104
5,3,4,4,4,"35-44",1,-0.077,-0.0815986308389887,"53444",2,-0.077
5,3,4,4,5,"35-44",1,-0.081,-0.164995104862415,"53445",2,-0.081
5,3,4,5,1,"35-44",1,0.149,-0.0445641447058274,"53451",2,0.149
5,3,4,5,2,"35-44",1,0.071,-0.0727509638661592,"53452",2,0.071
5,3,4,5,3,"35-44",1,0.045,-0.108696894636198,"53453",2,0.045
5,3,4,5,4,"35-44",1,-0.136,-0.183716121802209,"53454",2,-0.136
5,3,4,5,5,"35-44",1,-0.14,-0.257010073481672,"53455",2,-0.14
5,3,5,1,1,"35-44",1,0.462,0.218103584472586,"53511",2,0.462
5,3,5,1,2,"35-44",1,0.384,0.233430214274023,"53512",2,0.384
5,3,5,1,3,"35-44",1,0.358,0.168459100996774,"53513",2,0.358
5,3,5,1,4,"35-44",1,0.177,0.0523559563534732,"53514",2,0.177
5,3,5,1,5,"35-44",1,0.173,-0.0769881304865728,"53515",2,0.173
5,3,5,2,1,"35-44",1,0.399,0.224591061803576,"53521",2,0.399
5,3,5,2,2,"35-44",1,0.321,0.247562957674744,"53522",2,0.321
5,3,5,2,3,"35-44",1,0.295,0.168363646217099,"53523",2,0.295
5,3,5,2,4,"35-44",1,0.114,0.0410673314982307,"53524",2,0.114
5,3,5,2,5,"35-44",1,0.11,-0.0972808849393894,"53525",2,0.11
5,3,5,3,1,"35-44",1,0.378,0.224609907122705,"53531",2,0.378
5,3,5,3,2,"35-44",1,0.3,0.20322614043962,"53532",2,0.3
5,3,5,3,3,"35-44",1,0.274,0.155678755556457,"53533",2,0.274
5,3,5,3,4,"35-44",1,0.093,0.0553322008414483,"53534",2,0.093
5,3,5,3,5,"35-44",1,0.089,-0.0455817578430735,"53535",2,0.089
5,3,5,4,1,"35-44",1,0.186,0.0207789533913555,"53541",2,0.186
5,3,5,4,2,"35-44",1,0.108,0.0032430555936198,"53542",2,0.108
5,3,5,4,3,"35-44",1,0.082,-0.0401288847383967,"53543",2,0.082
5,3,5,4,4,"35-44",1,-0.099,-0.127237058046231,"53544",2,-0.099
5,3,5,4,5,"35-44",1,-0.103,-0.218140990795814,"53545",2,-0.103
5,3,5,5,1,"35-44",1,0.127,-0.162210997253735,"53551",2,0.127
5,3,5,5,2,"35-44",1,0.049,-0.154036381868006,"53552",2,0.049
5,3,5,5,3,"35-44",1,0.023,-0.2098295611041,"53553",2,0.023
5,3,5,5,4,"35-44",1,-0.158,-0.296469607060357,"53554",2,-0.158
5,3,5,5,5,"35-44",1,-0.162,-0.389074773647855,"53555",2,-0.162
5,4,1,1,1,"35-44",1,0.562,0.358298773489488,"54111",2,0.562
5,4,1,1,2,"35-44",1,0.484,0.344268704791215,"54112",2,0.484
5,4,1,1,3,"35-44",1,0.458,0.274774960402502,"54113",2,0.458
5,4,1,1,4,"35-44",1,0.277,0.142648351788799,"54114",2,0.277
5,4,1,1,5,"35-44",1,0.273,0.0085081542937756,"54115",2,0.273
5,4,1,2,1,"35-44",1,0.499,0.405808228172387,"54121",2,0.499
5,4,1,2,2,"35-44",1,0.421,0.393637421376333,"54122",2,0.421
5,4,1,2,3,"35-44",1,0.395,0.294772008333281,"54123",2,0.395
5,4,1,2,4,"35-44",1,0.214,0.141374708322121,"54124",2,0.214
5,4,1,2,5,"35-44",1,0.21,-0.0024320239457774,"54125",2,0.21
5,4,1,3,1,"35-44",1,0.478,0.305972764126971,"54131",2,0.478
5,4,1,3,2,"35-44",1,0.4,0.281280260577661,"54132",2,0.4
5,4,1,3,3,"35-44",1,0.374,0.226297662464523,"54133",2,0.374
5,4,1,3,4,"35-44",1,0.193,0.104929860519575,"54134",2,0.193
5,4,1,3,5,"35-44",1,0.189,-0.0108343325244229,"54135",2,0.189
5,4,1,4,1,"35-44",1,0.286,0.072246574319976,"54141",2,0.286
5,4,1,4,2,"35-44",1,0.208,0.0474722645369894,"54142",2,0.208
5,4,1,4,3,"35-44",1,0.182,0.0049649564487409,"54143",2,0.182
5,4,1,4,4,"35-44",1,0.0009999999999999,-0.0869810015457748,"54144",2,0.0009999999999999
5,4,1,4,5,"35-44",1,-0.0030000000000001,-0.178255646570876,"54145",2,-0.0030000000000001
5,4,1,5,1,"35-44",1,0.227,-0.0943552061016371,"54151",2,0.227
5,4,1,5,2,"35-44",1,0.149,-0.0992822096642037,"54152",2,0.149
5,4,1,5,3,"35-44",1,0.123,-0.148355078242161,"54153",2,0.123
5,4,1,5,4,"35-44",1,-0.0580000000000001,-0.234657682057503,"54154",2,-0.0580000000000001
5,4,1,5,5,"35-44",1,-0.0620000000000001,-0.327178682924513,"54155",2,-0.0620000000000001
5,4,2,1,1,"35-44",1,0.512,0.360577019849255,"54211",2,0.512
5,4,2,1,2,"35-44",1,0.434,0.371040476625851,"54212",2,0.434
5,4,2,1,3,"35-44",1,0.408,0.276728628122603,"54213",2,0.408
5,4,2,1,4,"35-44",1,0.227,0.12376459602833,"54214",2,0.227
5,4,2,1,5,"35-44",1,0.223,-0.0242601344792746,"54215",2,0.223
5,4,2,2,1,"35-44",1,0.449,0.493408927449741,"54221",2,0.449
5,4,2,2,2,"35-44",1,0.371,0.484991939984869,"54222",2,0.371
5,4,2,2,3,"35-44",1,0.345,0.379440013911199,"54223",2,0.345
5,4,2,2,4,"35-44",1,0.164,0.177825938430941,"54224",2,0.164
5,4,2,2,5,"35-44",1,0.16,-0.0027952115647006,"54225",2,0.16
5,4,2,3,1,"35-44",1,0.428,0.349096158917698,"54231",2,0.428
5,4,2,3,2,"35-44",1,0.35,0.335273838295637,"54232",2,0.35
5,4,2,3,3,"35-44",1,0.324,0.257566872296945,"54233",2,0.324
5,4,2,3,4,"35-44",1,0.143,0.111255154808255,"54234",2,0.143
5,4,2,3,5,"35-44",1,0.139,-0.018787490342382,"54235",2,0.139
5,4,2,4,1,"35-44",1,0.236,0.0654182563162843,"54241",2,0.236
5,4,2,4,2,"35-44",1,0.158,0.0490935765143627,"54242",2,0.158
5,4,2,4,3,"35-44",1,0.132,-0.0035177784095716,"54243",2,0.132
5,4,2,4,4,"35-44",1,-0.0490000000000001,-0.102386038468299,"54244",2,-0.0490000000000001
5,4,2,4,5,"35-44",1,-0.0530000000000001,-0.199666153137822,"54245",2,-0.0530000000000001
5,4,2,5,1,"35-44",1,0.177,-0.129383274095359,"54251",2,0.177
5,4,2,5,2,"35-44",1,0.0989999999999999,-0.124701327317446,"54252",2,0.0989999999999999
5,4,2,5,3,"35-44",1,0.0729999999999999,-0.181259869636736,"54253",2,0.0729999999999999
5,4,2,5,4,"35-44",1,-0.108,-0.271323650178711,"54254",2,-0.108
5,4,2,5,5,"35-44",1,-0.112,-0.366171424519466,"54255",2,-0.112
5,4,3,1,1,"35-44",1,0.499,0.362085213222284,"54311",2,0.499
5,4,3,1,2,"35-44",1,0.421,0.345059415928859,"54312",2,0.421
5,4,3,1,3,"35-44",1,0.395,0.280534424289341,"54313",2,0.395
5,4,3,1,4,"35-44",1,0.214,0.150296538494142,"54314",2,0.214
5,4,3,1,5,"35-44",1,0.21,0.0275296997408272,"54315",2,0.21
5,4,3,2,1,"35-44",1,0.436,0.434084744728626,"54321",2,0.436
5,4,3,2,2,"35-44",1,0.358,0.421835699710972,"54322",2,0.358
5,4,3,2,3,"35-44",1,0.332,0.340384943535346,"54323",2,0.332
5,4,3,2,4,"35-44",1,0.151,0.174545639624477,"54324",2,0.151
5,4,3,2,5,"35-44",1,0.147,0.0294564374120419,"54325",2,0.147
5,4,3,3,1,"35-44",1,0.415,0.315603826701893,"54331",2,0.415
5,4,3,3,2,"35-44",1,0.337,0.297369334806553,"54332",2,0.337
5,4,3,3,3,"35-44",1,0.311,0.229210956155044,"54333",2,0.311
5,4,3,3,4,"35-44",1,0.13,0.0961639917796943,"54334",2,0.13
5,4,3,3,5,"35-44",1,0.126,-0.0221323984044684,"54335",2,0.126
5,4,3,4,1,"35-44",1,0.223,0.061646695410012,"54341",2,0.223
5,4,3,4,2,"35-44",1,0.145,0.0359994672194205,"54342",2,0.145
5,4,3,4,3,"35-44",1,0.119,-0.0094070595856609,"54343",2,0.119
5,4,3,4,4,"35-44",1,-0.0620000000000001,-0.101440327794272,"54344",2,-0.0620000000000001
5,4,3,4,5,"35-44",1,-0.0660000000000001,-0.188513880700399,"54345",2,-0.0660000000000001
5,4,3,5,1,"35-44",1,0.164,-0.0788992419044561,"54351",2,0.164
5,4,3,5,2,"35-44",1,0.0859999999999999,-0.0984583836929474,"54352",2,0.0859999999999999
5,4,3,5,3,"35-44",1,0.0599999999999999,-0.139754971860715,"54353",2,0.0599999999999999
5,4,3,5,4,"35-44",1,-0.121,-0.220225771466284,"54354",2,-0.121
5,4,3,5,5,"35-44",1,-0.125,-0.304420355043938,"54355",2,-0.125
5,4,4,1,1,"35-44",1,0.4,0.274416106573006,"54411",2,0.4
5,4,4,1,2,"35-44",1,0.322,0.245576329073517,"54412",2,0.322
5,4,4,1,3,"35-44",1,0.296,0.203166448192482,"54413",2,0.296
5,4,4,1,4,"35-44",1,0.115,0.103293051060124,"54414",2,0.115
5,4,4,1,5,"35-44",1,0.111,0.0053565372908571,"54415",2,0.111
5,4,4,2,1,"35-44",1,0.337,0.259687972595041,"54421",2,0.337
5,4,4,2,2,"35-44",1,0.259,0.23284236819892,"54422",2,0.259
5,4,4,2,3,"35-44",1,0.233,0.18690506141171,"54423",2,0.233
5,4,4,2,4,"35-44",1,0.0519999999999999,0.0847727625650511,"54424",2,0.0519999999999999
5,4,4,2,5,"35-44",1,0.0479999999999999,-0.0139256477135407,"54425",2,0.0479999999999999
5,4,4,3,1,"35-44",1,0.316,0.205332578915069,"54431",2,0.316
5,4,4,3,2,"35-44",1,0.238,0.174668824717041,"54432",2,0.238
5,4,4,3,3,"35-44",1,0.212,0.133538091844505,"54433",2,0.212
5,4,4,3,4,"35-44",1,0.0309999999999999,0.0374401513172463,"54434",2,0.0309999999999999
5,4,4,3,5,"35-44",1,0.0269999999999999,-0.0547433783329922,"54435",2,0.0269999999999999
5,4,4,4,1,"35-44",1,0.124,0.0147250817814335,"54441",2,0.124
5,4,4,4,2,"35-44",1,0.0459999999999999,-0.0156925680513118,"54442",2,0.0459999999999999
5,4,4,4,3,"35-44",1,0.0199999999999999,-0.0522049261610912,"54443",2,0.0199999999999999
5,4,4,4,4,"35-44",1,-0.161,-0.133656699943001,"54444",2,-0.161
5,4,4,4,5,"35-44",1,-0.165,-0.211924404022984,"54445",2,-0.165
5,4,4,5,1,"35-44",1,0.0649999999999999,-0.0967656752924197,"54451",2,0.0649999999999999
5,4,4,5,2,"35-44",1,-0.0130000000000001,-0.12251964943468,"54452",2,-0.0130000000000001
5,4,4,5,3,"35-44",1,-0.0390000000000001,-0.159030237244662,"54453",2,-0.0390000000000001
5,4,4,5,4,"35-44",1,-0.22,-0.234808064318312,"54454",2,-0.22
5,4,4,5,5,"35-44",1,-0.224,-0.311478206402315,"54455",2,-0.224
5,4,5,1,1,"35-44",1,0.378,0.0922643381479585,"54511",2,0.378
5,4,5,1,2,"35-44",1,0.3,0.119516204960866,"54512",2,0.3
5,4,5,1,3,"35-44",1,0.274,0.0485483992179423,"54513",2,0.274
5,4,5,1,4,"35-44",1,0.093,-0.0599145958529979,"54514",2,0.093
5,4,5,1,5,"35-44",1,0.089,-0.173398714073714,"54515",2,0.089
5,4,5,2,1,"35-44",1,0.315,0.0730439947551644,"54521",2,0.315
5,4,5,2,2,"35-44",1,0.237,0.10305689385066,"54522",2,0.237
5,4,5,2,3,"35-44",1,0.211,0.0303069721988783,"54523",2,0.211
5,4,5,2,4,"35-44",1,0.03,-0.0811879776720595,"54524",2,0.03
5,4,5,2,5,"35-44",1,0.026,-0.199635758732405,"54525",2,0.026
5,4,5,3,1,"35-44",1,0.294,0.138925962695548,"54531",2,0.294
5,4,5,3,2,"35-44",1,0.216,0.123857467815538,"54532",2,0.216
5,4,5,3,3,"35-44",1,0.19,0.0780422448738507,"54533",2,0.19
5,4,5,3,4,"35-44",1,0.009,-0.0168016537003461,"54534",2,0.009
5,4,5,3,5,"35-44",1,0.0049999999999999,-0.118402992491563,"54535",2,0.0049999999999999
5,4,5,4,1,"35-44",1,0.102,-0.0581368265840076,"54541",2,0.102
5,4,5,4,2,"35-44",1,0.0239999999999999,-0.0646756943031497,"54542",2,0.0239999999999999
5,4,5,4,3,"35-44",1,-0.0020000000000001,-0.113307652395225,"54543",2,-0.0020000000000001
5,4,5,4,4,"35-44",1,-0.183,-0.201781545673636,"54544",2,-0.183
5,4,5,4,5,"35-44",1,-0.187,-0.295680479007828,"54545",2,-0.187
5,4,5,5,1,"35-44",1,0.0429999999999999,-0.234529929666136,"54551",2,0.0429999999999999
5,4,5,5,2,"35-44",1,-0.0350000000000001,-0.237419986807898,"54552",2,-0.0350000000000001
5,4,5,5,3,"35-44",1,-0.0610000000000001,-0.289727854247713,"54553",2,-0.0610000000000001
5,4,5,5,4,"35-44",1,-0.242,-0.367809253019036,"54554",2,-0.242
5,4,5,5,5,"35-44",1,-0.246,-0.446469735278966,"54555",2,-0.246
5,5,1,1,1,"35-44",1,0.523,0.0408035127953612,"55111",2,0.523
5,5,1,1,2,"35-44",1,0.445,0.0752418839581703,"55112",2,0.445
5,5,1,1,3,"35-44",1,0.419,-0.0197156722137059,"55113",2,0.419
5,5,1,1,4,"35-44",1,0.238,-0.122073155285074,"55114",2,0.238
5,5,1,1,5,"35-44",1,0.234,-0.219542074771867,"55115",2,0.234
5,5,1,2,1,"35-44",1,0.46,0.0843335853460895,"55121",2,0.46
5,5,1,2,2,"35-44",1,0.382,0.155979465601083,"55122",2,0.382
5,5,1,2,3,"35-44",1,0.356,-0.0151875659690224,"55123",2,0.356
5,5,1,2,4,"35-44",1,0.175,-0.14410753300189,"55124",2,0.175
5,5,1,2,5,"35-44",1,0.171,-0.252739989140177,"55125",2,0.171
5,5,1,3,1,"35-44",1,0.439,0.130995020015858,"55131",2,0.439
5,5,1,3,2,"35-44",1,0.361,0.152790013590148,"55132",2,0.361
5,5,1,3,3,"35-44",1,0.335,0.0793383707246679,"55133",2,0.335
5,5,1,3,4,"35-44",1,0.154,-0.0411317394256738,"55134",2,0.154
5,5,1,3,5,"35-44",1,0.15,-0.170729409499631,"55135",2,0.15
5,5,1,4,1,"35-44",1,0.247,-0.0924045110089333,"55141",2,0.247
5,5,1,4,2,"35-44",1,0.169,-0.0811302459595451,"55142",2,0.169
5,5,1,4,3,"35-44",1,0.143,-0.142852379734932,"55143",2,0.143
5,5,1,4,4,"35-44",1,-0.0380000000000001,-0.235079791615829,"55144",2,-0.0380000000000001
5,5,1,4,5,"35-44",1,-0.0420000000000001,-0.327583587136088,"55145",2,-0.0420000000000001
5,5,1,5,1,"35-44",1,0.188,-0.252539711616046,"55151",2,0.188
5,5,1,5,2,"35-44",1,0.11,-0.268275927283067,"55152",2,0.11
5,5,1,5,3,"35-44",1,0.0839999999999999,-0.312150159571809,"55153",2,0.0839999999999999
5,5,1,5,4,"35-44",1,-0.0970000000000001,-0.381696390117497,"55154",2,-0.0970000000000001
5,5,1,5,5,"35-44",1,-0.101,-0.453170575807617,"55155",2,-0.101
5,5,2,1,1,"35-44",1,0.473,-0.0004834263732697,"55211",2,0.473
5,5,2,1,2,"35-44",1,0.395,0.0505438013630235,"55212",2,0.395
5,5,2,1,3,"35-44",1,0.369,-0.0612011058552729,"55213",2,0.369
5,5,2,1,4,"35-44",1,0.188,-0.164006114117066,"55214",2,0.188
5,5,2,1,5,"35-44",1,0.184,-0.257431559283056,"55215",2,0.184
5,5,2,2,1,"35-44",1,0.41,0.18462055419224,"55221",2,0.41
5,5,2,2,2,"35-44",1,0.332,0.316625161754583,"55222",2,0.332
5,5,2,2,3,"35-44",1,0.306,0.0506127087927205,"55223",2,0.306
5,5,2,2,4,"35-44",1,0.125,-0.15301668937711,"55224",2,0.125
5,5,2,2,5,"35-44",1,0.121,-0.284510968653302,"55225",2,0.121
5,5,2,3,1,"35-44",1,0.389,0.130605772788813,"55231",2,0.389
5,5,2,3,2,"35-44",1,0.311,0.183603850884027,"55232",2,0.311
5,5,2,3,3,"35-44",1,0.285,0.0639838710431399,"55233",2,0.285
5,5,2,3,4,"35-44",1,0.104,-0.0802899964068288,"55234",2,0.104
5,5,2,3,5,"35-44",1,0.0999999999999999,-0.220341880511743,"55235",2,0.0999999999999999
5,5,2,4,1,"35-44",1,0.197,-0.134166392784541,"55241",2,0.197
5,5,2,4,2,"35-44",1,0.119,-0.12016701478088,"55242",2,0.119
5,5,2,4,3,"35-44",1,0.0929999999999999,-0.18581683505332,"55243",2,0.0929999999999999
